Character,Chapter,Line
Barret,Mideel - Inside Cloud's Mind,Looks like the Lifestream's settled down now too.
Nanaki,Mideel - Inside Cloud's Mind,It looks like the Lifestream has settled as well.
Yuffie,Mideel - Inside Cloud's Mind,Well at least the Lifestream's back to normal.
Cait Sith,Mideel - Inside Cloud's Mind,Looks like the Lifestream's back under control too.
Vincent,Mideel - Inside Cloud's Mind,And the Lifestream also appears to be normal.
Cid,Mideel - Inside Cloud's Mind,"Damn, you gotta be kiddin'......!!Th, this's bad......! The main stream is kickin' up!!Somethin' way bigger than that last one is on its way!!No good!! Get outta here......!!"
Nanaki,Mideel - Inside Cloud's Mind,But what about Tifa and Cloud!?
Yuffie,Mideel - Inside Cloud's Mind,But what about Tifa and Cloud......!?
Cait Sith,Mideel - Inside Cloud's Mind,But what about Cloud and the others......!?
Cid,Mideel - Inside Cloud's Mind,"Goddammit!!You don't have time to worry about anyone other than yourself! You don't know when that stream'll blow......Whoa!!There's no time, hurry!!"
Cid,Mideel - Inside Cloud's Mind,Tifa!! Cloud!! Get outta here!!
Tifa,Mideel - Inside Cloud's Mind,"This is bad...... The tremors are getting worse.Wait a minute, Cloud.Doctor! Shouldn't we move him somewhere rather than stay here...?"
Doctor,Mideel - Inside Cloud's Mind,Hmm...... It might be safer to take refuge in a wide open space.
Tifa,Mideel - Inside Cloud's Mind,"Don't you worry about a thing, Cloud......I'll see to it that you get somewhere safe!"
Doctor,Mideel - Inside Cloud's Mind,No! The structure can't take it!! Hurry!
Tifa,Mideel - Inside Cloud's Mind,Yes!Ready Cloud? We're leaving now!!
Tifa,Mideel - Inside Cloud's Mind,"Wh, where am I......? what's happening? I......?"
Tifa,Mideel - Inside Cloud's Mind,Huh...... what......? Who......?Who is it......? I can't hear......
Tifa,Mideel - Inside Cloud's Mind,"Cloud, help me!!Eyaaaaghh......!!"
Tifa,Mideel - Inside Cloud's Mind,............ Where am I......?
Tifa,Mideel - Inside Cloud's Mind,"Cloud!?What is it, Cloud? What is this......!?Is this the inside of your dreams? Or is it...... your...... subconsciousness......?You're searching, aren't you Cloud?Searching...... for yourself......I can help too. We'll work together to try and get the real you back!But...... Where do we start......?"
Cloud,Mideel - Inside Cloud's Mind,(sitting by the well)That starry night at the well...... The promise we made that night...... What if that memory was all a lie?
Cloud,Mideel - Inside Cloud's Mind,(sitting outside the window)............ a sealed up secret...... wish......Tender feelings...... that no one can ever know......
Cloud,Mideel - Inside Cloud's Mind,"The gates of Nibelheim... Five years ago, Sephiroth passed through these gates......And...... That's how it all started......"
Tifa,Mideel - Inside Cloud's Mind,"It connects...... to Nibelheim......?That's right... It's probably best to start from there......Let's go have a look, Cloud. I know it's not easy...... But I'll be right with you......"
Tifa,Mideel - Inside Cloud's Mind,"Cloud... look.Here's the well...And that's Gramps' Inn, too.The only truck in town. It's been here since we were little kids, right?This is the Nibelheim you remember, right?It's the same as my Nibelheim. That's why this place is...... our Nibelheim."
Tifa,Mideel - Inside Cloud's Mind,Five Years ago... two men from SOLDIER came...Sephiroth and...... a young and vibrant soldier.Can you tell me again what happened?
Sephiroth,Mideel - Inside Cloud's Mind,How does it feel?
Tifa,Mideel - Inside Cloud's Mind,Five Years ago... I saw the real Sephiroth for the very first time.
Sephiroth,Mideel - Inside Cloud's Mind,"It's your first time back to your hometown in a long time, right?So how does it feel?I wouldn't know because I don't have a hometown..."
Cloud,Mideel - Inside Cloud's Mind,Ummm... how 'bout your parents?
Tifa,Mideel - Inside Cloud's Mind,So this is... the Great Sephiroth.
Sephiroth,Mideel - Inside Cloud's Mind,My mother is Jenova. She died right after she gave birth to me. My father...
Tifa,Mideel - Inside Cloud's Mind,"But to tell you the truth, I thought he was very cold."
Sephiroth,Mideel - Inside Cloud's Mind,"What does it matter...?All right, let's go."
Tifa,Mideel - Inside Cloud's Mind,"I remember, I felt a foreboding about him."
Tifa,Mideel - Inside Cloud's Mind,"No, Cloud.I've been hiding it for some time, afraid that if I told you... something terrible might happen.But, I'm not going to hide anything anymore."
Tifa,Mideel - Inside Cloud's Mind,You weren't here. Cloud did not come to Nibelheim five years ago.
Tifa,Mideel - Inside Cloud's Mind,"I... waited. But, Cloud... never came.The two that were ordered here were Sephiroth and another person..."
Sephiroth,Mideel - Inside Cloud's Mind,"All right, let's go."
Cloud,Mideel - Inside Cloud's Mind,You mean that member of SOLDIER who came with Sephiroth wasn't...... ......?
Tifa,Mideel - Inside Cloud's Mind,"There's nothing...... I can say......You must find the answer yourself......If you can't...... Then you......Take your time, Cloud. Slowly...... little by little, okay?"
Cloud,Mideel - Inside Cloud's Mind,That starry night at the well...... And our promise that night... What if the memory was just a lie?
Tifa,Mideel - Inside Cloud's Mind,"Don't hurry, Cloud...... Don't answer too quickly.Just keep checking all those small emotions and it'll come back...... Slowly...... little by little.......Right... like the sky that night...... the heavens were filled with stars......"
Tifa,Mideel - Inside Cloud's Mind,From the beginning... OK?
Tifa,Mideel - Inside Cloud's Mind,"Try and remember, Cloud."
Tifa,Mideel - Inside Cloud's Mind,"Right, I was wearing these clothes.That's you, too. You were so small then......"
Tifa,Mideel - Inside Cloud's Mind,"Cloud, what about your other memories?No, not memories.A memory is something that has to be consciously recalled, right?That's why sometimes it can be mistaken and a different thing......But it's different from a memory locked deep within your heart......That's why it must be a fake. If he could recall up that memory......That's it! What about some memory that has to do with me?I say something and you don't remember it......But you say something, and I remember it, too... Then we'll know that's our memory......Talk to me. About anything, some important memory to you...Now that you mention it, why did you want to join SOLDIER in the first place?I always thought it was a sudden decision you made......"
Cloud,Mideel - Inside Cloud's Mind,......I was devastated. ......I wanted to be noticed.I thought if I got stronger I could get someone to notice......
Tifa,Mideel - Inside Cloud's Mind,Someone to notice you...? ......who?
Cloud,Mideel - Inside Cloud's Mind,You......
Tifa,Mideel - Inside Cloud's Mind,......Me? Why!?
Young Cloud,Mideel - Inside Cloud's Mind,Tifa...... did you forget...... about those days?
Tifa,Mideel - Inside Cloud's Mind,Look...... I......I'm sorry...... But what are you talking about?
Young Cloud,Mideel - Inside Cloud's Mind,"No...... it's all right. You were having a hard time back then.You were so busy with your own things, it's only natural you don't remember me back then."
Tifa,Mideel - Inside Cloud's Mind,'Back then'?
Young Cloud,Mideel - Inside Cloud's Mind,It's important to me...... I hate to say it but... It's a very important memory......Do you want to see it?
Cloud,Mideel - Inside Cloud's Mind,(sitting by the well)A promise under a starry sky... But what if even that was a memory that Tifa imagined......?
Young Cloud,Mideel - Inside Cloud's Mind,"Come on, hurry."
Cloud,Mideel - Inside Cloud's Mind,......a sealed up secret...... wish......Tender memories...... no one can ever know......
Young Cloud,Mideel - Inside Cloud's Mind,"Do you know where this window goes to, Tifa?Fine...... I'll go."
Tifa,Mideel - Inside Cloud's Mind,My room?
Young Cloud,Mideel - Inside Cloud's Mind,It was my first time there.
Tifa,Mideel - Inside Cloud's Mind,Was... it?
Young Cloud,Mideel - Inside Cloud's Mind,I only used to look up at it from outside.
Boy,Mideel - Inside Cloud's Mind,"Hey, look!Cloud's coming!"
Boy,Mideel - Inside Cloud's Mind,You think he wants to come in?
Tifa,Mideel - Inside Cloud's Mind,Was that the first day you came into my room?...that's right.We lived next to each other.But I really didn't know you that well.I've known you since we were children and always thought we were close...Now that you mention it... I don't recall you ever being in my room...
Young Cloud,Mideel - Inside Cloud's Mind,Tifa always used to be with this three-some.
Tifa,Mideel - Inside Cloud's Mind,...That's right.
Young Cloud,Mideel - Inside Cloud's Mind,I used to think... they were all stupid.
Tifa,Mideel - Inside Cloud's Mind,What!?
Young Cloud,Mideel - Inside Cloud's Mind,"You were all childish, laughing at every little stupid thing."
Tifa,Mideel - Inside Cloud's Mind,"But we were children, back then."
Young Cloud,Mideel - Inside Cloud's Mind,"...I know. I'm the one that was stupid.I really wanted to play with everyone, but I was never allowed into the group.Then later... I began to think I was different...That I was different from those immature kids.That then... maybe..."
Young Cloud,Mideel - Inside Cloud's Mind,I was so prejudiced. And... weak.
Tifa,Mideel - Inside Cloud's Mind,"Yeah... it was so sudden. I was... a bit surprised.But...It's true that we weren't THAT close, but...After you left town, I really thought about you a lot.I used to wonder how Cloud was doing.I wonder if Cloud was able to get into SOLDIER?I started reading the newspapers, thinking that there might be an article about you."
Young Cloud,Mideel - Inside Cloud's Mind,"Thanks, Tifa.Tell him what you told me, later. He'll probably be so happy."
Tifa,Mideel - Inside Cloud's Mind,OK!Huh?What happened on this day? Was it a special day?
Young Cloud,Mideel - Inside Cloud's Mind,This was the day...
Tifa,Mideel - Inside Cloud's Mind,The day Mom died...
Tifa,Mideel - Inside Cloud's Mind,I want... to see... mom...
Tifa,Mideel - Inside Cloud's Mind,...I wonder if there's anything beyond that mountain?
Boys,Mideel - Inside Cloud's Mind,Mt. Nibel is scary. Many people have died there.No one crosses that mountain alive...
Tifa,Mideel - Inside Cloud's Mind,How 'bout those that died?Did mama pass through the mountains?
Cloud,Mideel - Inside Cloud's Mind,"I don't remember the path I walked.Tifa missed her step. I ran to her... but didn't make it in time.Both of us fell off the cliff.Back then, I only scarred my knees but......"
Tifa's Father,Mideel - Inside Cloud's Mind,Cloud! Why'd you bring Tifa to a place like this!What the hell's the matter with you!?What if she dies!?
Cloud,Mideel - Inside Cloud's Mind,"Tifa was in a coma for seven days.We all thought she wouldn't make it.If only I could've saved her...I was so angry... Angry at myself for my weakness.Ever since then, I felt Tifa blamed me...I got out of control... I'd get into fights not even caring who it was."
Cloud,Mideel - Inside Cloud's Mind,"That was the first time I heard about Sephiroth.If I got strong like Sephiroth, then everyone might..."
Cloud,Mideel - Inside Cloud's Mind,If I could just get stronger...... Then even Tifa would have to notice me......
Tifa,Mideel - Inside Cloud's Mind,"So that was it......Sorry, Cloud.If I had only remembered more clearly what happened, I could have done something sooner......"
Cloud,Mideel - Inside Cloud's Mind,"It's not your fault, Tifa."
Tifa,Mideel - Inside Cloud's Mind,"But, I remember back when we were eight!That's it! Now I know!You weren't created five years ago.My childhood memories weren't all made up!Hang in there Cloud! Just a little longer! You've almost found the real you!Let's go back to Nibelheim again......!"
Cloud,Mideel - Inside Cloud's Mind,The truth is right there. We almost have the answer right in the palm of our hands.
Tifa,Mideel - Inside Cloud's Mind,"Cloud, wait.Where are you going?"
Cloud,Mideel - Inside Cloud's Mind,......The reactor......?To the reactor! The Mako reactor of five years ago!
Tifa,Mideel - Inside Cloud's Mind,Hey! It's Cloud!
Cloud,Mideel - Inside Cloud's Mind,Za...... ck...... Zac......k. Zack...
